company_id,business_name,state,current_category,proposed_slug,proposed_category,confidence,reason
"3252","All Types Of Rubbish","NSW","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","rubbish removal"
"3598","Andian Waste","VIC","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","medium","waste services"
"1285","Apple Garden Bags","WA","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","medium","garden waste bags supplier"
"5795","Attadale Rubbish Removers & Garden Bags","WA","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Rubbish removers garden bags"
"6402","Breakaway Waste","SA","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Waste removal"
"5059","Brissy Skips","QLD","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Skips implies rubbish removal"
"5314","C.D. Dodd Scrap Metal Recyclers","WA","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","medium","Scrap metal recyclers"
"3262","Cheapest Skips On Wheels","NSW","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","skips on wheels"
"5070","Collex Waste","QLD","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Collex Waste"
"5794","DCG Recycling Pty Ltd","WA","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Recycling/waste removal"
"1098","Dump Runners","QLD","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","rubbish removal business"
"3264","Dumpers Handybin","NSW","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Dumpers Handybin, skips"
"5054","End of Waste","QLD","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","medium","End of Waste implies waste"
"5798","Four Seasons Garden Bags","WA","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Garden bags rubbish removal"
"5062","Garden Rubbish Bales","QLD","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","medium","Garden rubbish bales"
"4183","Get Out Rubbish","VIC","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Rubbish removal"
"3249","Handy Skips","NSW","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Handy Skips, skip bins"
"4180","Hard Rubbish 2 Go","VIC","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Hard rubbish removal"
"3609","Industrial Salvage","VIC","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","medium","industrial salvage removal"
"4181","Just Rubbish","VIC","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Rubbish removal"
"3255","Leafcorp Metals","NSW","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","medium","Leafcorp Metals, scrap metal"
"4173","Miniskips","VIC","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Skip bins, rubbish removal"
"4177","Mobile Skips","VIC","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Mobile skips, rubbish removal"
"4182","Need A Skip Now","VIC","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Skip bin hire"
"5069","Pinkenba Waste & Recycling Pty Ltd","QLD","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Waste and recycling"
"5067","Recycle-It Skips","QLD","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Recycle skips"
"5796","Reliable Litter Bag Service","WA","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Litter bag service"
"6390","Ringabin","SA","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","medium","Bin/skip hire name"
"5793","Rubbish Sack","WA","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Rubbish Sack removal"
"6399","Scrapaway","SA","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","medium","Scrap/waste removal"
"5325","Shredding Services","WA","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","medium","Shredding/waste services"
"5791","Sita Australia","WA","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","medium","Sita waste management"
"6731","Skip 2 U","TAS","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Skip bin hire service"
"5074","Smartskip","QLD","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Smartskip implies skips"
"5792","Spider Waste Collection Services Pty Ltd","WA","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Waste collection services"
"5801","Steve's Garden Bags","WA","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Garden bags rubbish removal"
"5800","Suburban Rubbish Disposals","WA","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Rubbish disposal"
"3267","Sydney City Rubbish","NSW","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","city rubbish removal"
"3246","SYDNEY MATTRESS RECYCLERS","NSW","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","mattress recyclers, waste"
"1097","Total Rubbish","QLD","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","rubbish removal"
"4178","Trailer Trash","VIC","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Rubbish removal"
"5065","Trash Heap Trailers","QLD","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Trash trailers"
"14665","Veolia NT","NT","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Waste management resource recovery"
"4172","Visy Recycling Pty Ltd","VIC","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Recycling/waste company"
"5073","Wanless Enviro Services","QLD","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Enviro/waste services"
"5072","Wanless Wastecorp","QLD","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Wastecorp"
"8533","Adelaide Shower Seal","SA","Other / General Services","waterproofing","Waterproofing","medium","Shower sealing/waterproofing"
"1133","Antidamp WA","WA","Other / General Services","waterproofing","Waterproofing","high","damp solutions / damp proofing"
"15168","AquaSealed Canberra","ACT","Other / General Services","waterproofing","Waterproofing","medium","AquaSealed waterproofing"
"2346","Aquatek Australia","NSW","Other / General Services","waterproofing","Waterproofing","low","Aquatek water-related solutions"
"11632","Armoured Tanking","VIC","Other / General Services","waterproofing","Waterproofing","medium","Tanking is waterproofing method"
"4301","CreteLeak Solutions","QLD","Other / General Services","waterproofing","Waterproofing","high","CreteLeak, concrete leak waterproofing"
"11566","Damp Busters NSW","NSW","Other / General Services","waterproofing","Waterproofing","high","Damp moisture assessments and advice"
"11554","Damp Controllers Pty Limited","NSW","Other / General Services","waterproofing","Waterproofing","high","Rising damp treatments"
"3368","Damp Guard-Aust","VIC","Other / General Services","waterproofing","Waterproofing","medium","damp proofing services"
"11571","Damp Protect","NSW","Other / General Services","waterproofing","Waterproofing","high","Damp proofing technology"
